শনিবার (২৭ আগস্ট) রাতে পটুয়াখালী সদর থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) মো. মনিরুজ্জামান এ তথ্য নিশ্চিত করেছেন।
২ নভেম্বর গ্রেগরীয় বর্ষপঞ্জী অনুসারে বছরের ৩০৬তম (অধিবর্ষে ৩০৭তম) দিন।
২	QF	B-D&T
নভেম্বর	NNP	I-D&T
গ্রেগরীয়	ADJ	B-OTH
বর্ষপঞ্জী	NNC	B-OTH
অনুসারে	PP	B-OTH
বছরের	NNC	B-OTH
৩০৬তম	QF	B-NUM
(অধিবর্ষে	PUNCT	B-OTH
৩০৭তম)	QF	B-NUM
দিন।	NNC	B-UNIT

এ প্রসঙ্গে জানতে চাইলে ডা: মুজিবুর রহমান জানান, বাবুর্চি নেজাম হাসপাতালের রোগীদের খাবার বিক্রি করছেনা।
এ	DET	B-OTH
প্রসঙ্গে	NNC	B-OTH
জানতে	VNF	B-OTH
চাইলে	VNF	B-OTH
ডা:	NNP	B-PER
মুজিবুর	NNP	I-PER
রহমান	NNP	I-PER
জানান,	VF	B-OTH
বাবুর্চি	NNC	B-PER
নেজাম	NNP	B-ORG
হাসপাতালের	NNC	B-ORG
রোগীদের	NNC	B-PER
খাবার	NNC	B-OTH
বিক্রি	NNC	B-OTH
করছেনা।	VF	B-OTH

ওবায়দুল কাদের বলেন, বিএনপির উদ্ভট কথায় আওয়ামী লীগ কান দেবে না।
ওবায়দুল	NNP	B-PER
কাদের	NNP	I-PER
বলেন,	VF	B-OTH
বিএনপির	NNP	B-ORG
উদ্ভট	ADJ	B-OTH
কথায়	NNC	B-OTH
আওয়ামী	NNP	B-ORG
লীগ	NNP	I-ORG
কান	NNC	B-OTH
দেবে	VF	B-OTH
না।	ADV	B-OTH

চলুন জানা যাক বিশ্ব মহামারির কালে জন্ম, মৃত্যু এবং বিয়ে সম্পর্কে-
চলুন	VF	B-OTH
জানা	NNC	B-OTH
যাক	VF	B-OTH
বিশ্ব	NNC	B-OTH
মহামারির	NNC	B-OTH
কালে	NNC	B-OTH
জন্ম,	NNC	B-OTH
মৃত্যু	NNC	B-OTH
এবং	CONJ	B-OTH
বিয়ে	NNC	B-EVENT
সম্পর্কে-	PP	B-OTH

ওই হাসপাতালে তাঁর শরীরে গুরুত্বপূর্ণ অস্ত্রোপচার করা হয়।
ওই	DET	B-OTH
হাসপাতালে	NNC	B-ORG
তাঁর	PRO	B-OTH
শরীরে	NNC	B-OTH
গুরুত্বপূর্ণ	ADJ	B-OTH
অস্ত্রোপচার	NNC	B-OTH
করা	NNC	B-OTH
হয়।	VF	B-OTH

বিপুল জনসংখ্যার ভারে এমনিতেই নুয়ে পড়েছে বিশ্ব।
বিপুল	ADJ	B-OTH
জনসংখ্যার	NNC	B-OTH
ভারে	NNC	B-OTH
এমনিতেই	ADV	B-OTH
নুয়ে	NNC	B-OTH
পড়েছে	VF	B-OTH
বিশ্ব।	NNC	B-OTH

নির্বাচনে উত্তাপ ও প্রাণচাঞ্চল্য থাকলেও কোনো ধরনের অঘটন বা চমক ছিল না।
নির্বাচনে	NNC	B-EVENT
উত্তাপ	NNC	B-OTH
ও	CONJ	B-OTH
প্রাণচাঞ্চল্য	NNC	B-OTH
থাকলেও	VNF	B-OTH
কোনো	DET	B-OTH
ধরনের	NNC	B-OTH
অঘটন	NNC	B-OTH
বা	CONJ	B-OTH
চমক	NNC	B-OTH
ছিল	VF	B-OTH
না।	ADV	B-OTH

উপরে ১ নং রান্নার, বেগুন টুকরোগুলোকে ইলিশমাছের টুকরো দিয়ে রিপ্লেস করে দিলেই।
উপরে	NNC	B-OTH
১	QF	B-NUM
নং	NNC	B-OTH
রান্নার,	NNC	B-OTH
বেগুন	NNC	B-OTH
টুকরোগুলোকে	NNC	B-OTH
ইলিশমাছের	NNP	B-OTH
টুকরো	NNC	B-OTH
দিয়ে	PP	B-OTH
রিপ্লেস	NNC	B-OTH
করে	VNF	B-OTH
দিলেই।	VNF	B-OTH

করোনার নয় মাসে হ্যাকিং, হয়রানী ও উত্যক্তকরণের মামলা বেড়েছে আগের বছরের চাইতে ২৯ শতাংশ এই অভিযোগকারীদের অধিকাংশই নারী।
করোনার	NNP	B-MISC
নয়	QF	B-NUM
মাসে	NNC	B-UNIT
হ্যাকিং,	NNC	B-OTH
হয়রানী	NNC	B-OTH
ও	CONJ	B-OTH
উত্যক্তকরণের	NNC	B-OTH
মামলা	NNC	B-OTH
বেড়েছে	VF	B-OTH
আগের	NNC	B-OTH
বছরের	NNC	B-OTH
চাইতে	PP	B-OTH
২৯	QF	B-NUM
শতাংশ	NNC	B-UNIT
এই	DET	B-OTH
অভিযোগকারীদের	NNC	B-PER
অধিকাংশই	ADJ	B-OTH
নারী।	NNC	B-PER

ভাষণে বঙ্গবন্ধু এবং বর্তমান সরকারের বিভিন্ন উন্নয়নমূলক কর্মকাণ্ডের চিত্র তুলে ধরবেন প্রধানমন্ত্রী।
ভাষণে	NNC	B-OTH
বঙ্গবন্ধু	NNP	B-PER
এবং	CONJ	B-OTH
বর্তমান	ADJ	B-OTH
সরকারের	NNC	B-ORG
বিভিন্ন	ADJ	B-OTH
উন্নয়নমূলক	ADJ	B-OTH
কর্মকাণ্ডের	NNC	B-OTH
চিত্র	NNC	B-OTH
তুলে	VNF	B-OTH
ধরবেন	VF	B-OTH
প্রধানমন্ত্রী।	NNC	B-PER

জুম এর ফ্রি প্ল্যান ব্যবহার করে সর্বোচ্চ ১০০জন পার্টিসিপেন্ট নিয়ে ৪০মিনিট টাইম লিমিটের মিটিং সেটাপ করা যাবে।
জুম	NNP	B-OTH
এর	PART	B-OTH
ফ্রি	ADJ	B-OTH
প্ল্যান	NNC	B-OTH
ব্যবহার	NNC	B-OTH
করে	VNF	B-OTH
সর্বোচ্চ	ADJ	B-OTH
১০০জন	QF	B-OTH
পার্টিসিপেন্ট	NNC	B-PER
নিয়ে	PP	B-OTH
৪০মিনিট	QF	B-NUM
টাইম	NNC	B-OTH
লিমিটের	NNC	B-OTH
মিটিং	NNC	B-OTH
সেটাপ	NNC	B-OTH
করা	NNC	B-OTH
যাবে।	VF	B-OTH

রিজভী আরও বলেন, ‘দেশে ৮০ শতাংশ মানুষের আয় বাড়েনি।
রিজভী	NNP	B-PER
আরও	ADV	B-OTH
বলেন,	VF	B-OTH
‘দেশে	PUNCT	B-OTH
৮০	QF	B-NUM
শতাংশ	NNC	B-UNIT
মানুষের	NNC	B-PER
আয়	NNC	B-OTH
বাড়েনি।	VF	B-OTH

জাতীয়তাবাদী ছাত্রদলের পাঁচ সদস্যের আংশিক কমিটি ঘোষণা করা হয়েছে।
জাতীয়তাবাদী	ADJ	B-ORG
ছাত্রদলের	NNP	I-ORG
পাঁচ	QF	B-NUM
সদস্যের	NNC	B-PER
আংশিক	ADJ	B-OTH
কমিটি	NNC	B-ORG
ঘোষণা	NNC	B-OTH
করা	NNC	B-OTH
হয়েছে।	VF	B-OTH

নিজের বিষয়ে এই দূরদর্শিতা সত্যিই অবাক করার মত।
নিজের	PRO	B-OTH
বিষয়ে	NNC	B-OTH
এই	DET	B-OTH
দূরদর্শিতা	NNC	B-OTH
সত্যিই	ADV	B-OTH
অবাক	ADJ	B-OTH
করার	NNC	B-OTH
মত।	PP	B-OTH

আগ্রহী শিক্ষার্থীরা আইইএলটিএস এর জন্য রেজিস্ট্রেশন করতে পারবেন এবং ১০০% ক্যাশব্যাক গ্রহণ করবেন।
আগ্রহী	ADJ	B-OTH
শিক্ষার্থীরা	NNC	B-PER
আইইএলটিএস	NNP	B-OTH
এর	PART	B-OTH
জন্য	PP	B-OTH
রেজিস্ট্রেশন	NNC	B-OTH
করতে	VNF	B-OTH
পারবেন	VF	B-OTH
এবং	CONJ	B-OTH
১০০%	QF	B-NUM
ক্যাশব্যাক	NNC	B-OTH
গ্রহণ	NNC	B-OTH
করবেন।	VF	B-OTH

সোমবার (২৩) জানুয়ারি দুপুরে জাতীয় প্রেস ক্লাবের সামনে এ আন্দোলনে অংশ নেয় শিক্ষার্থীরা।
সোমবার	NNP	B-D&T
(২৩)	PUNCT	B-OTH
জানুয়ারি	NNP	B-D&T
দুপুরে	NNC	I-D&T
জাতীয়	NNP	B-LOC
প্রেস	NNP	I-LOC
ক্লাবের	NNC	I-LOC
সামনে	PP	B-OTH
এ	DET	B-OTH
আন্দোলনে	NNC	B-EVENT
অংশ	NNC	B-OTH
নেয়	VF	B-OTH
শিক্ষার্থীরা।	NNC	B-PER

তদন্ত দ্রুত শেষ করে আদালতে অভিযোগপত্র দাখিলের জন্য তদন্তকারী দলের প্রশংসা করেছেন বেঙ্গালুরুর পুলিশ কমিশনার।
তদন্ত	NNC	B-OTH
দ্রুত	ADJ	B-OTH
শেষ	NNC	B-OTH
করে	VNF	B-OTH
আদালতে	NNC	B-ORG
অভিযোগপত্র	NNC	B-OTH
দাখিলের	NNC	B-OTH
জন্য	PP	B-OTH
তদন্তকারী	NNC	B-ORG
দলের	NNC	I-ORG
প্রশংসা	NNC	B-OTH
করেছেন	VF	B-OTH
বেঙ্গালুরুর	NNP	B-GPE
পুলিশ	NNC	B-ORG
কমিশনার।	NNC	B-PER

চা খান না এমন মানুষ খুব কম আছেন।
চা	NNC	B-OTH
খান	VF	B-OTH
না	ADV	B-OTH
এমন	ADJ	B-OTH
মানুষ	NNC	B-PER
খুব	ADJ	B-OTH
কম	ADJ	B-OTH
আছেন।	VF	B-OTH

প্রাকৃতি সৌন্দর্য, পাহাড়, লেক বিচিত্র পশু পাখি ও সবুজ অরণ্যভরপুর কাপ্তাই।
প্রাকৃতি	ADJ	B-OTH
সৌন্দর্য,	NNC	B-OTH
পাহাড়,	NNC	B-OTH
লেক	NNC	B-OTH
বিচিত্র	ADJ	B-OTH
পশু	NNC	B-OTH
পাখি	NNC	B-OTH
ও	CONJ	B-OTH
সবুজ	ADJ	B-OTH
অরণ্যভরপুর	ADJ	B-OTH
কাপ্তাই।	NNP	B-LOC

কিন্তু আলোকে কি ‘জিনিস’ বলা যায়?
কিন্তু	CONJ	B-OTH
আলোকে	NNC	B-OTH
কি	ADV	B-OTH
‘জিনিস’	PUNCT	B-OTH
বলা	NNC	B-OTH
যায়?	VF	B-OTH

তখন শ্লোগানের শব্দ আমাদের কানে এলাে।
তখন	ADV	B-OTH
শ্লোগানের	NNC	B-OTH
শব্দ	NNC	B-OTH
আমাদের	PRO	B-OTH
কানে	NNC	B-OTH
এলাে।	VF	B-OTH

আপনি নিশ্চয়ই জানেন যে গ্রাহককে আকৃষ্ট করতে প্রতিদিন একটি নতুন স্মার্টফোন লঞ্চ করে কোনো না কোনো কোম্পানি।
আপনি	PRO	B-OTH
নিশ্চয়ই	ADV	B-OTH
জানেন	VF	B-OTH
যে	CONJ	B-OTH
গ্রাহককে	NNC	B-PER
আকৃষ্ট	ADJ	B-OTH
করতে	VNF	B-OTH
প্রতিদিন	ADV	B-OTH
একটি	QF	B-NUM
নতুন	ADJ	B-OTH
স্মার্টফোন	NNC	B-OTH
লঞ্চ	NNC	B-OTH
করে	VF	B-OTH
কোনো	PRO	B-OTH
না	ADV	B-OTH
কোনো	DET	B-OTH
কোম্পানি।	NNC	B-ORG

রাজু আলাউদ্দিন : [২] উচ্চ খেলাপির কারণ, আদায় পরিস্থিতি ও পরবর্তী পদক্ষেপ সম্পর্কে জানতে চাওয়া হয়েছে ওই চিঠির মাধ্যমে।
রাজু	NNP	B-PER
আলাউদ্দিন	NNP	I-PER
:	PUNCT	B-OTH
[২]	PUNCT	B-OTH
উচ্চ	ADJ	B-OTH
খেলাপির	NNC	B-OTH
কারণ,	NNC	B-OTH
আদায়	NNC	B-OTH
পরিস্থিতি	NNC	B-OTH
ও	CONJ	B-OTH
পরবর্তী	ADJ	B-OTH
পদক্ষেপ	NNC	B-OTH
সম্পর্কে	PP	B-OTH
জানতে	VNF	B-OTH
চাওয়া	NNC	B-OTH
হয়েছে	VF	B-OTH
ওই	DET	B-OTH
চিঠির	NNC	B-OTH
মাধ্যমে।	PP	B-OTH

এবং প্রত্যেক সরকার কতগুলো ছোট ছোট জেলায় বা পরগনায় বিভক্ত করেন।
এবং	CONJ	B-OTH
প্রত্যেক	ADJ	B-OTH
সরকার	NNC	B-ORG
কতগুলো	ADJ	B-OTH
ছোট	ADJ	B-OTH
ছোট	ADJ	B-OTH
জেলায়	NNC	B-OTH
বা	CONJ	B-OTH
পরগনায়	NNC	B-OTH
বিভক্ত	NNC	B-OTH
করেন।	VF	B-OTH

রোববার (১৪ নভেম্বর) দুপুরে রাজধানীর গুলশানে দলের চেয়ারপারসনের কার্যালয়ে এই বৈঠক অনুষ্ঠিত হয়।
রোববার	NNP	B-D&T
(১৪	PUNCT	B-OTH
নভেম্বর)	NNP	B-D&T
দুপুরে	NNC	B-D&T
রাজধানীর	NNC	B-OTH
গুলশানে	NNP	B-LOC
দলের	NNC	B-ORG
চেয়ারপারসনের	NNC	B-PER
কার্যালয়ে	NNC	B-LOC
এই	DET	B-OTH
বৈঠক	NNC	B-OTH
অনুষ্ঠিত	ADJ	B-OTH
হয়।	VF	B-OTH

অমন করে কি কারো চোখেতে ডুবতে আছে?
অমন	ADV	B-OTH
করে	VNF	B-OTH
কি	ADV	B-OTH
কারো	PRO	B-OTH
চোখেতে	NNC	B-OTH
ডুবতে	VNF	B-OTH
আছে?	VF	B-OTH

তবে সবার শরীর সমান নয়।
তবে	CONJ	B-OTH
সবার	PRO	B-OTH
শরীর	NNC	B-OTH
সমান	ADJ	B-OTH
নয়।	VF	B-OTH

শুধু আজ নয়, বছরের প্রতিটা দিন যেমন আমার বাবার, আমার ভাইয়ের, আমার স্বামীর, আমার ছেলের ।
শুধু	ADV	B-OTH
আজ	NNC	B-D&T
নয়,	VF	B-OTH
বছরের	NNC	B-OTH
প্রতিটা	DET	B-OTH
দিন	NNC	B-OTH
যেমন	ADV	B-OTH
আমার	PRO	B-OTH
বাবার,	NNC	B-PER
আমার	PRO	B-OTH
ভাইয়ের,	NNC	B-PER
আমার	PRO	B-OTH
স্বামীর,	NNC	B-PER
আমার	PRO	B-OTH
ছেলের	NNC	B-PER
।	PUNCT	B-OTH

প্রথমবারের মতো ট্রাম্পের পোস্ট সরালো ফেইসবুক
প্রথমবারের	ADV	B-OTH
মতো	ADV	B-OTH
ট্রাম্পের	NNP	B-PER
পোস্ট	NNC	B-OTH
সরালো	VF	B-OTH
ফেইসবুক	NNP	B-ORG

দক্ষিণ আফ্রিকায় নিজ বাসায় শান্তা ইসলাম (২২) নামে টাঙ্গাইলের মির্জাপুরের এক তরুণীর মরদেহ উদ্ধার করেছে পুলিশ।
দক্ষিণ	NNP	B-GPE
আফ্রিকায়	NNP	I-GPE
নিজ	PRO	B-OTH
বাসায়	NNC	B-OTH
শান্তা	NNP	B-PER
ইসলাম	NNP	I-PER
(২২)	PUNCT	B-OTH
নামে	NNC	B-OTH
টাঙ্গাইলের	NNP	B-GPE
মির্জাপুরের	NNP	B-LOC
এক	QF	B-NUM
তরুণীর	NNC	B-PER
মরদেহ	NNC	B-OTH
উদ্ধার	NNC	B-OTH
করেছে	VF	B-OTH
পুলিশ।	NNC	B-ORG

প্রশ্ন : আমাদের মহল্লার মসজিদ বন্যার পানিতে ডুবে গেছে।
প্রশ্ন	NNC	B-OTH
:	PUNCT	B-OTH
আমাদের	PRO	B-OTH
মহল্লার	NNC	B-OTH
মসজিদ	NNC	B-OTH
বন্যার	NNC	B-OTH
পানিতে	NNC	B-OTH
ডুবে	VNF	B-OTH
গেছে।	VF	B-OTH

বক্তারা সারা দেশে কোটা সংস্কার আন্দোলন চলাকালে বিভিন্ন শিক্ষা প্রতিষ্ঠানের নিহতদের স্মরণ করেন।
বক্তারা	NNC	B-PER
সারা	ADJ	B-OTH
দেশে	NNC	B-OTH
কোটা	NNC	B-EVENT
সংস্কার	NNC	I-EVENT
আন্দোলন	NNC	I-EVENT
চলাকালে	NNC	B-OTH
বিভিন্ন	ADJ	B-OTH
শিক্ষা	NNC	B-ORG
প্রতিষ্ঠানের	NNC	I-ORG
নিহতদের	NNC	B-PER
স্মরণ	NNC	B-OTH
করেন।	VF	B-OTH

‘পুরো পৃথিবী একদিকে আর আমি অন্যদিক, সবাই বলে করছ ভুল আর তোরা বলিস ঠিক।
‘পুরো	PUNCT	B-OTH
পৃথিবী	NNC	B-OTH
একদিকে	NNC	B-OTH
আর	CONJ	B-OTH
আমি	PRO	B-OTH
অন্যদিক,	NNC	B-OTH
সবাই	PRO	B-OTH
বলে	VNF	B-OTH
করছ	VF	B-OTH
ভুল	NNC	B-OTH
আর	CONJ	B-OTH
তোরা	PRO	B-OTH
বলিস	VF	B-OTH
ঠিক।	ADJ	B-OTH

বুধবার দ্বীনি আর্জুমের নামাজে জানাযা শেষে পারিবারিক গোরস্থানে দাফন করা হয়।
বুধবার	NNP	B-D&T
দ্বীনি	ADJ	B-OTH
আর্জুমের	NNP	B-PER
নামাজে	NNC	B-OTH
জানাযা	NNC	B-OTH
শেষে	NNC	B-OTH
পারিবারিক	ADJ	B-OTH
গোরস্থানে	NNC	B-OTH
দাফন	NNC	B-OTH
করা	NNC	B-OTH
হয়।	VF	B-OTH

প্রয়োজনীয় বই-কম্পিউটার টাচ অ্যান্ড পাস প্রস্তুতি সহায়িকা
প্রয়োজনীয়	ADJ	B-OTH
বই-কম্পিউটার	NNC	B-OTH
টাচ	NNP	B-OTH
অ্যান্ড	NNP	B-OTH
পাস	NNP	B-OTH
প্রস্তুতি	NNC	B-OTH
সহায়িকা	NNC	B-OTH

তারা বলেন, ‘আমাদের প্রধান দাবি ছিল, কোটার যৌক্তিক সংস্কার।
তারা	PRO	B-OTH
বলেন,	VF	B-OTH
‘আমাদের	PUNCT	B-OTH
প্রধান	ADJ	B-OTH
দাবি	NNC	B-OTH
ছিল,	VF	B-OTH
কোটার	NNC	B-OTH
যৌক্তিক	ADJ	B-OTH
সংস্কার।	NNC	B-OTH

সংবর্ধনা সভা শুরু হওয়ার পরপরই ওমান রয়্যাল পুলিশ হোটেলটি ঘিরে ফেলে।
সংবর্ধনা	NNC	B-OTH
সভা	NNC	B-EVENT
শুরু	NNC	B-OTH
হওয়ার	NNC	B-OTH
পরপরই	ADV	B-OTH
ওমান	NNP	B-ORG
রয়্যাল	NNP	I-ORG
পুলিশ	NNP	I-ORG
হোটেলটি	NNC	B-OTH
ঘিরে	VNF	B-OTH
ফেলে।	VF	B-OTH

পুলিশ আরও জানায়, ওই দুই নারী অ্যাপার্টমেন্টের নামতালিকার খাতায় ভুল নাম লেখেন।
পুলিশ	NNC	B-ORG
আরও	ADJ	B-OTH
জানায়,	VF	B-OTH
ওই	DET	B-OTH
দুই	QF	B-NUM
নারী	NNC	B-PER
অ্যাপার্টমেন্টের	NNC	B-OTH
নামতালিকার	NNC	B-OTH
খাতায়	NNC	B-OTH
ভুল	ADJ	B-OTH
নাম	NNC	B-OTH
লেখেন।	VF	B-OTH

বাংলাদেশ ক্রিকেটের অজস্র সমর্থকদের একজন , গতিদানবের গুণমুগ্ধভক্ত।
বাংলাদেশ	NNP	B-GPE
ক্রিকেটের	NNC	B-MISC
অজস্র	ADJ	B-OTH
সমর্থকদের	NNC	B-PER
একজন	NNC	B-OTH
,	PUNCT	B-OTH
গতিদানবের	NNC	B-PER
গুণমুগ্ধভক্ত।	NNC	B-OTH

গতকাল বিকেল পৌনে ৩টার দিকে ডিবি কার্যালয়ের প্রধান ফটকে সাংবাদিকদের প্রশ্নের জবাবে এ দাবি করেন তিনি।
গতকাল	NNC	B-D&T
বিকেল	NNC	I-D&T
পৌনে	QF	I-D&T
৩টার	QF	I-D&T
দিকে	PP	B-OTH
ডিবি	NNP	B-LOC
কার্যালয়ের	NNC	I-LOC
প্রধান	ADJ	B-OTH
ফটকে	NNC	B-OTH
সাংবাদিকদের	NNC	B-PER
প্রশ্নের	NNC	B-OTH
জবাবে	NNC	B-OTH
এ	DET	B-OTH
দাবি	NNC	B-OTH
করেন	VF	B-OTH
তিনি।	PRO	B-OTH

তিনি আরও বলেন, ‘মানুষ এখন বাড়ির ছাদ, আঙিনা, খালি জায়গায় বৃক্ষরোপণ করছে।
তিনি	PRO	B-OTH
আরও	ADV	B-OTH
বলেন,	VF	B-OTH
‘মানুষ	PUNCT	B-OTH
এখন	ADV	B-OTH
বাড়ির	NNC	B-OTH
ছাদ,	NNC	B-OTH
আঙিনা,	NNC	B-OTH
খালি	ADJ	B-OTH
জায়গায়	NNC	B-OTH
বৃক্ষরোপণ	NNC	B-OTH
করছে।	VF	B-OTH

মান্নান স্টোরের স্বত্ত্বাধিকারী খায়েজ আহম্মদ বলেন, ‘ রমজানে পর্যটক আসেনাই পার্কে।
মান্নান	NNP	B-LOC
স্টোরের	NNP	I-LOC
স্বত্ত্বাধিকারী	NNC	B-PER
খায়েজ	NNP	B-PER
আহম্মদ	NNP	I-PER
বলেন,	VF	B-OTH
‘	PUNCT	B-OTH
রমজানে	NNP	B-D&T
পর্যটক	NNC	B-PER
আসেনাই	VF	B-OTH
পার্কে।	NNC	B-OTH

এবার অভিনব একটি স্কিম নিয়ে এসেছে সোনালী ব্যাংক।
এবার	ADV	B-OTH
অভিনব	ADJ	B-OTH
একটি	QF	B-NUM
স্কিম	NNC	B-OTH
নিয়ে	VNF	B-OTH
এসেছে	VF	B-OTH
সোনালী	NNP	B-ORG
ব্যাংক।	NNP	I-ORG

রেহান বললেন, ‘ভালো কথা ও ভালো সুরের কাজের সঙ্গে যুক্ত থাকতে চাই।
রেহান	NNP	B-PER
বললেন,	VF	B-OTH
‘ভালো	PUNCT	B-OTH
কথা	NNC	B-OTH
ও	CONJ	B-OTH
ভালো	ADJ	B-OTH
সুরের	NNC	B-OTH
কাজের	NNC	B-OTH
সঙ্গে	PP	B-OTH
যুক্ত	ADJ	B-OTH
থাকতে	VNF	B-OTH
চাই।	VF	B-OTH

অমুসলিমদের হাতের বানানো খাবার মুসলমানদের খাওয়াতে ঈমান-আমলের কোন সমস্যা করবে কিনা?
অমুসলিমদের	NNC	B-PER
হাতের	NNC	B-OTH
বানানো	NNC	B-OTH
খাবার	NNC	B-OTH
মুসলমানদের	NNP	B-PER
খাওয়াতে	VNF	B-OTH
ঈমান-আমলের	NNC	B-OTH
কোন	DET	B-OTH
সমস্যা	NNC	B-OTH
করবে	VF	B-OTH
কিনা?	ADV	B-OTH

কারণ দক্ষিণ গোলার্ধে সূর্য ঘড়ির ছায়া ডান থেকে বাম দিকে যায়।
কারণ	CONJ	B-OTH
দক্ষিণ	NNC	B-OTH
